POYEAR,POSERIES,PONO,PODATE,SUPPCODE,OURREF,YOURREF,NOITEMS,EXCISE,EXCISEPER,EDUCESSPER,SALETAX,SALETAXPER,OCTROIPER,MILDELIV,FREIGHT,PAYTERM,BANKTHRU,ADVAMOUNT,INSURANCE,INSAMOUNT,DESPATCH,REMARK1,REMARK2,REMARK3,REMARK4,CHGPODATE,EXITEMS,STATUS,USERID,ACTION,PRTFLG,FREIGHTRS,ADVNOTENO,BKSRS,VOUNO,ADVPRTFLG,SALETAXPER1,SALETAXPER2,GPS_YEAR,GPS_SER,GPS_NO
20122013,PK,725,07-03-13,302T141,S -995/692 DT.06-03-2013,,1,2,12,3,5,0,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,PK,726,07-03-13,302T141,S - 995/693 DT.06-03-2013,,1,2,12,3,5,0,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,PK,727,07-03-13,302N170,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,728,08-03-13,302K082,TELE.ENQ.,AS PER E-MAIL DT.01-03-13,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,729,09-03-13,302A555,,LAST PO.PK/674 DT.14-02-13,1,3,56.4,3,1,5,0,EX.VAGHODIA,EXTRA,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,730,09-03-13,302N176,J - 136/695 DT.09-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,731,09-03-13,302T098,A - 484/694 DT.09-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,732,11-03-13,302T127,TELE.ENQ.,E-MAIL DT.02/03/13,1,2,12,3,1,5,0,MILL DELIVERY,NIL,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,733,12-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,734,13-03-13,302N176,J - 136/701 DT.12-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,735,13-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,736,14-03-13,302N176,D - 090/707 DT.13-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,737,14-03-13,302N176,TELE.ENQ.,TELE.QUOT.,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,738,14-03-13,302N170,,,2,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,739,14-03-13,302A555,LAST PO.PK/729 DT.09/03/2013,,1,3,56.4,3,1,5,0,EX.WAGHODIA,EXTRA,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,0, ,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,740,15-03-13,302D204,,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,741,15-03-13,302N176,,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,742,16-03-13,302F069,,,2,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,743,16-03-13,302P041,,,2,1,0,0,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,744,16-03-13,302P041,,,2,1,0,0,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,745,18-03-13,302A555,LAST PO.PK/739 DT.14-03-2013,,1,3,56.4,3,1,5,0,EX.WAGHODIA,EXTRA,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,746,18-03-13,302N176,A -484/709 DT.18-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,747,19-03-13,302N170,,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,748,19-03-13,302S545,LAST PO.PK/671 DT.13-02-13,,1,0,0,0,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,749,20-03-13,302N176,S-218/713 DT.20-03-13,AS PER PO.PK/691 DT.23-02-13,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,750,20-03-13,302N176,,,1,2,12,3,1,5,0,MILL-DELIVERY,N IL,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,751,20-03-13,302T127,LAST PO.PK/732 DT.11-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,752,20-03-13,302D204,S -995/712 DT.20-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,753,20-03-13,302T098,L-071/714 DT.20-03-13,,1,2,12,3,1,5,0,MILL DELIVERY,NIL,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,754,20-03-13,302D204,L-071/715 DT.20-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,755,21-03-13,302N176,A-601/730 DT.21-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,756,21-03-13,302N176,E-094/727 DT.21-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,757,23-03-13,302F069,,,3,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,3,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,758,25-03-13,302O038,AS PER E-MAIL DT.19-03-13,,1,2,12,3,5,0,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,0,0,,,0
20122013,PK,759,25-03-13,3.02E+108,AS PER E-MAIL DT.23-013-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,760,26-03-13,302P041,,,3,1,0,0,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,3,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,761,28-03-13,302N176,,,2,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,2,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,762,28-03-13,302N176,,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,PK,763,28-03-13,302N170,TELE.ENQ.,TELE.QUOT.,2,2,12,3,1,5,0,MILL-DELIVERY,N I L,60 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,2,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,764,28-03-13,302N176,A - 302/719 DT.21-03-2013,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,765,29-03-13,302T098,K-237/742 DT.25-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,766,29-03-13,302N176,,,1,2,12,3,1,5,0,MILL DELIVERY,NIL,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,767,29-03-13,302N176,S-995/745 DT.29-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,768,30-03-13,302S890,TELE.ENQ.,E-MAIL DT.29/03/13,1,2,12,3,1,5,0,MILL DELIVERY,NIL,30 DAY'S, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,PK,769,30-03-13,302N176,L-071/752 DT.30-03-13,,1,2,12,3,1,5,0,MILL-DELIVERY,N I L,30 DAY'S, ,0,0,0,2,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,RP,326,02-03-13,302S852,GP.NO.406 DT.28/2/13,REPEAT PO,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,0,0,20122013,REP,406
20122013,RP,327,02-03-13,302S852,GP.NO.405 DT.28/2/13,REPEAT PO,4,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,00:00.0,4,E,STORE,UPD,P,0,0, ,0, ,0,0,20122013,REP,405
20122013,RP,328,02-03-13,302S852,GP.NO.408 DT.28/2/13,REPEAT PO,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYY, ,0,0,0,3,,,,,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,0,0,20122013,REP,408
20122013,RP,329,02-03-13,302W030,GP.NO.335 DT.31/12/12,AS PER LAST PO,2,3,0,3,6,12.36,0,EX WORK,EXTRA,30 DAYS, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,1, ,STORE,ADD,P,0,0, ,0, ,12.36,0,20122013,REP,335
20122013,RP,330,04-03-13,302S801,GP.NO.392 DT.19/2/13,"BILL NO.88 DT,.26/2/13",1,0,0,0,0,0,0,MILL DELIVERY,NILL,60 DAYS, ,0,0,0,3,MATERIL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,392
20122013,RP,331,04-03-13,302K172,GP.NO.365 DT.1/2/13,YOUR LETTER DT.23/2/13,1,0,0,0,0,0,0,EX WORK,EXTRA,CASH PAYMENT, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,365
20122013,RP,332,04-03-13,302S801,MANUAL GP.NO147 DT.26/2/13,,1,0,0,0,0,0,0,MILL DELIVERY,NILL,60 DAYS, ,0,0,0,3,MATERIL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,RP,333,05-03-13,302C183,GP.NO.400 DT230/2/13,QUO NIO.439 DT.25/2/13,2,0,0,0,0,0,0,MILL DELIVERY,NILL,60 DAYS., ,0,0,0,3,,,,,NULL,2,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,400
20122013,RP,334,05-03-13,302G299,MANUAL GP.NO.146 DT.23/2/13,YOUR LETTER DT.02/03/2013,1,0,0,0,0,0,0,MILL DELIVERY,NILL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,RP,335,05-03-13,302G299,GP.NO.402 DT.26/2/2013,YOUR LETTER DT.02/02/2013,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS., ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,402
20122013,RP,336,05-03-13,302K245,"GP.NO,410 DT.1/3/12",BILL NO.253 DT.5/3/12,1,0,0,0,0,0,0,MILL DELIVERY,NIL,IMMEDIATE, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,410
20122013,RP,337,06-03-13,302M322,GP NO 412 2-3-2013,REF NO :- MTS / QTN / 7242,1,3,2208,3,1,15,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,REQUIRE REMOTE TYPE TRANSMITTER,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,20122013,REP,412
20122013,RP,338,06-03-13,302M322,GP.NO.390 DT.15/2/13,MTS/QTN/7242/12-13  DT.4/3/12,1,3,2208,3,1,15,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,00:00.0,1,E,STORE,UPD,P,0,0, ,0, ,12.5,2.5,20122013,REP,390
20122013,RP,339,06-03-13,302M322,GP.NO.391 DT.15/2/13,MTS/QTN/7242/12-13/DT.4/3/13,1,2,12.36,0,1,15,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,,,NOTE : SUBMIT CENVAT COPY ALONG WITH,SUPPLY FOR OUR CENVAT CLAIM,NULL,0, ,STORE,ADD,P,0,0, ,0, ,12.5,2.5,20122013,REP,391
20122013,RP,340,08-03-13,302S801,GP.NO.413 DT.4/3/13,,2,0,0,0,0,0,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,413
20122013,RP,341,08-03-13,302R179,,,1,0,0,0,1,5,0,EX WORKS,EXTRA,30 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,RP,342,13-03-13,302W030,GP.NO.394 DT.19/02/2013,WEW/MP/AHD/Q-220/ DT26/02/13,2,0,0,0,6,12.36,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,12.36,0,20122013,REP,394
20122013,RP,343,13-03-13,302I133,GP.NO.407 DT.28/2/13,/OFF/184/BP DT.6/03/2013,1,0,0,0,1,5,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,SR.NO.P-550,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,20122013,REP,407
20122013,RP,344,13-03-13,302I133,GP.NO.407 DT.28/2/13,0FF/183/BP DT.06/03/2013,1,0,0,0,1,5,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,SR.NO.P-126,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,20122013,REP,407
20122013,RP,345,13-03-13,302V201,GP.NO.404 DT.28/02/2013,QUO/2011-12?SER/L&T VFD DT.07/,1,0,0,0,0,0,0,MILL DELIVERY,NILL,30 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,404
20122013,RP,346,14-03-13,302S801,GP.NO.416 DT.5/3/12,YOUR LETTER DATED 12/3/13,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS., ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,416
20122013,RP,347,16-03-13,302D208,GP.NO.427 DT.15/3/12,YOUR QUO DT.19/2/2013,1,0,0,0,0,0,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,ONE YEAR GAURANTEE,OLD PARTS RETURN TO MAIZE,PRODUCTS.,,00:00.0,1,E,EDP,UPD,P,0,0, ,0, ,0,0,20122013,REP,427
20122013,RP,348,19-03-13,302V201,GP.NO.433 DT.18/3/12,E-mail DT.19/2/2013,1,0,0,0,0,0,0,MILL DELIVERY,NIL,30 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,433
20122013,RP,349,21-03-13,302S801,GP.NO.422 DT.13/3/13,REF NO.33 DT.14/3/12,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,422
20122013,RP,350,21-03-13,302G260,GP.NO.388 DT.14/2/2013,LETTER DT.12/2/2013,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,OLD SPARES ARE RETURN,TO MAIZE PRODUCTS.,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,388
20122013,RP,351,22-03-13,302K245,GP.NO.437 DT.19/3/12,BILL NO.256 DT.22/3/13,1,0,0,0,0,0,0,MILL DELIVERY,NILL,IMMEDIATE, ,0,0,0,3,MATERIL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,437
20122013,RP,352,23-03-13,302P292,MANUAL GP.NO161 DT.19/3/12,QUO. NO.351 DT.21/3/12,1,0,0,0,0,0,0,EX WORK,EXTRA,30 DAYS, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,,,0
20122013,RP,353,23-03-13,302M176,GP.NO.444 DT22/3/12,QUO.MT/17/SEP DT.8/9/2012,1,0,0,0,1,5,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,4,1,20122013,REP,444
20122013,RP,354,28-03-13,302D168,GP.NO.451 DT.25/3/13,MP/095 DT.21/3/2013,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,451
20122013,RP,355,29-03-13,302G265,GP.NO.434 DT.19/3/13,LETTER DT.21/3/13,1,0,0,0,1,15,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,12.5,2.5,20122013,REP,434
20122013,RP,356,29-03-13,302S801,GP.NO.435 DT.19/3/13,REF. NO.34 DT.22/3/13,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,435
20122013,RP,357,29-03-13,302S801,GP.NO.436 DT.19/3/13,REF NO.35 DT.22/3/12,1,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,436
20122013,RP,358,29-03-13,302S785,GP.NO.449 DT.23/3/13,AS PER LAST PO,5,0,0,0,0,0,0,EX WORK,EXTRA,60 DAYS, ,0,0,0,3,,,,,00:00.0,5,E,STORE,UPD,P,0,0, ,0, ,0,0,20122013,REP,449
20122013,RP,359,30-03-13,302S897,GP.NO.430 DT.18/3/12,AS PER LAST PO.,6,0,0,0,0,0,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,MATERIAL RECEIVED,,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,430
20122013,RP,360,30-03-13,302S897,GP.NO.432 DT.18/3./13,BILL NO.80 DT.30/3/13,3,0,0,0,0,0,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,MATERIAL RECEIVED,EXTRA CHARGE RS.300/-,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,432
20122013,RP,361,30-03-13,302S897,GP.NO.431 DT18/3/13,BILL NO.79 DT.30/3/13,4,0,0,0,0,0,0,EX WORK,EXTRA,IMMEDIATE, ,0,0,0,3,MATERIAL RECEIVED,EXTRA EXPANCE RS./- 1800,,,NULL,0, ,STORE,ADD,P,0,0, ,0, ,0,0,20122013,REP,431
20122013,ST,2192,01-03-13,302H114,,,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,00:00.0,4,E,STORE,UPD,P,0,0, ,0, ,4,1,,,0
20122013,ST,2193,01-03-13,302M028,,,2,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,2,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,ST,2194,01-03-13,302S240,,,4,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,4,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,ST,2195,01-03-13,3.02E+41,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
20122013,ST,2196,01-03-13,302M186,,,1,0,0,0,1,5,0,MILL DELIVERY,NIL,60 DAYS, ,0,0,0,3,,,,,NULL,1,E,STORE,ADD,P,0,0, ,0, ,4,1,,,0
